                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                0.80183,                 1.0861,                0.46946,                0.91203,                0.72847,                0.65181,                0.70546,                0.53762,                0.64905,                0.70787,                0.68568,                0.47127,                0.73493,                 1.0692,                0.44831,                0.82984,             0.00077582,             0.00077582,             0.00077582
                     56,                0.79549,                 1.0486,                0.45211,                0.90296,                0.76843,                0.60346,                0.70758,                0.51535,                0.72168,                0.56619,                0.67122,                0.45549,                0.74531,                 1.0936,                0.42989,                0.83366,             0.00075932,             0.00075932,             0.00075932
                     57,                0.78327,                 1.0383,                0.45497,                0.90292,                0.84992,                0.57084,                0.72118,                0.55801,                 0.8121,                0.54256,                0.70018,                0.49285,                0.72177,                  1.068,                0.44062,                0.82892,             0.00074282,             0.00074282,             0.00074282
                     58,                0.78092,                 1.0517,                0.46094,                0.90906,                0.78558,                0.59573,                0.69801,                0.53159,                0.74845,                0.57037,                0.68127,                0.46456,                 0.7268,                 1.0701,                0.44411,                0.82987,             0.00072631,             0.00072631,             0.00072631
                     59,                 0.7706,                 1.0503,                0.44753,                0.90503,                0.76134,                0.57055,                0.69348,                0.51027,                0.61343,                 0.6197,                0.65578,                0.45517,                0.74149,                 1.1164,                0.43736,                 0.8382,             0.00070981,             0.00070981,             0.00070981
                     60,                0.79491,                  1.069,                 0.4487,                0.89659,                0.74451,                0.61006,                 0.7188,                0.54058,                0.69779,                0.58047,                0.68875,                0.47826,                0.72297,                 1.1008,                0.42079,                0.82835,             0.00069331,             0.00069331,             0.00069331
                     61,                0.78242,                 1.0474,                0.44168,                0.89401,                0.73984,                0.60706,                0.70104,                0.52609,                0.65866,                0.65409,                0.68232,                0.47236,                0.71819,                 1.0613,                0.41919,                 0.8375,              0.0006768,              0.0006768,              0.0006768
                     62,                0.78533,                 1.0659,                0.43673,                0.90066,                0.67571,                0.69032,                0.71563,                0.53274,                0.65286,                0.67068,                0.68451,                0.47377,                0.72702,                 1.0643,                0.42178,                0.83895,              0.0006603,              0.0006603,              0.0006603
                     63,                0.76036,                 1.0224,                0.43833,                0.89798,                0.71657,                0.68149,                0.71286,                0.52961,                0.73429,                 0.6402,                0.69323,                0.47771,                0.72339,                 1.0539,                0.42406,                0.83098,              0.0006438,              0.0006438,              0.0006438
                     64,                0.77075,                 1.0328,                0.42981,                0.89315,                0.75455,                0.60777,                0.71344,                0.54652,                0.66564,                0.67871,                0.68835,                0.47986,                0.70495,                 1.0568,                0.41985,                0.82622,             0.00062729,             0.00062729,             0.00062729
                     65,                0.75999,                 1.0195,                0.41828,                0.89154,                0.67275,                0.72247,                 0.7188,                0.54086,                0.63837,                0.69348,                0.69421,                0.47963,                0.73415,                 1.0776,                0.42444,                0.83792,             0.00061079,             0.00061079,             0.00061079
                     66,                0.73624,                0.98885,                0.41519,                0.88555,                0.79713,                0.67022,                0.74546,                0.55787,                0.75901,                0.64242,                0.71642,                 0.4999,                0.71173,                  1.059,                 0.4119,                0.82816,             0.00059429,             0.00059429,             0.00059429
                     67,                0.75922,                 1.0106,                0.41423,                0.88592,                0.74687,                0.67615,                0.73695,                0.54594,                0.70956,                0.64837,                0.70008,                0.48862,                0.72815,                  1.039,                0.41287,                0.82996,             0.00057778,             0.00057778,             0.00057778
                     68,                0.74315,                0.98901,                0.42306,                0.88366,                0.76777,                0.65505,                0.74411,                 0.5722,                0.72798,                0.62603,                0.71544,                0.50874,                0.71513,                 1.0342,                0.40887,                0.82293,             0.00056128,             0.00056128,             0.00056128
                     69,                0.74305,                0.99147,                0.41265,                0.87889,                0.72596,                0.65305,                0.72101,                0.54142,                0.72517,                0.63583,                0.69823,                0.48357,                0.69958,                 1.0224,                0.40411,                0.82782,             0.00054478,             0.00054478,             0.00054478
                     70,                0.73492,                0.98091,                0.41249,                0.87992,                0.68195,                0.69293,                0.72792,                0.56094,                0.65311,                 0.6717,                0.70156,                0.50501,                0.69276,                 1.0261,                0.40189,                0.82218,             0.00052827,             0.00052827,             0.00052827
                     71,                0.74022,                0.98014,                0.39852,                0.87467,                 0.7921,                0.60305,                0.72372,                0.55814,                0.74467,                0.60085,                0.70006,                0.49583,                0.69206,                 1.0389,                0.40296,                0.82407,             0.00051177,             0.00051177,             0.00051177
                     72,                0.72684,                0.97448,                0.40731,                 0.8835,                0.76069,                0.69023,                  0.732,                0.55007,                0.73073,                0.66983,                0.70647,                 0.4972,                0.70552,                 1.0557,                0.39996,                0.82084,             0.00049527,             0.00049527,             0.00049527
                     73,                0.71818,                0.97656,                0.40487,                 0.8841,                 0.8321,                0.58897,                0.73278,                0.55455,                0.72729,                0.63394,                0.70208,                0.49219,                0.70652,                 1.0545,                0.40743,                0.82776,             0.00047876,             0.00047876,             0.00047876
                     74,                0.73543,                0.97232,                0.40801,                0.88938,                0.71234,                0.69822,                0.72736,                 0.5489,                0.68362,                0.68258,                0.70458,                  0.499,                0.69682,                  1.014,                 0.3999,                0.82769,             0.00046226,             0.00046226,             0.00046226
                     75,                0.71905,                0.96314,                0.40646,                0.87614,                0.79937,                0.69136,                0.74648,                0.56873,                0.75862,                0.65858,                0.71514,                0.50656,                0.70497,                 1.0123,                0.40166,                0.82708,             0.00044576,             0.00044576,             0.00044576
                     76,                 0.7208,                0.94771,                0.40228,                0.87403,                0.79487,                0.72083,                 0.7628,                0.58696,                0.75318,                0.69109,                0.72953,                0.51683,                0.70044,                 1.0155,                0.39407,                0.82507,             0.00042925,             0.00042925,             0.00042925
                     77,                0.69688,                0.94055,                0.39109,                0.87939,                0.79254,                0.70404,                0.74731,                0.56914,                0.75328,                0.66798,                0.71601,                0.51275,                0.70452,                 1.0303,                0.39624,                0.82508,             0.00041275,             0.00041275,             0.00041275
                     78,                 0.6828,                0.93474,                0.38911,                0.87696,                0.77798,                 0.6868,                  0.741,                0.56458,                0.73453,                0.65388,                0.70456,                0.50265,                0.70921,                 1.0658,                0.40149,                0.82701,             0.00039625,             0.00039625,             0.00039625
                     79,                 0.6996,                0.95329,                0.38752,                0.87472,                 0.7318,                0.68083,                 0.7157,                0.54782,                0.68833,                0.64891,                0.68157,                0.47582,                0.70162,                 1.0635,                0.40612,                0.82336,             0.00037974,             0.00037974,             0.00037974
                     80,                0.71908,                 0.9602,                0.39092,                0.87104,                 0.7907,                0.68853,                 0.7491,                0.55484,                0.78794,                0.66352,                0.72156,                0.50143,                0.69848,                 1.0404,                0.39545,                0.82576,             0.00036324,             0.00036324,             0.00036324
                     81,                0.71366,                0.96051,                0.39252,                0.87617,                0.74631,                0.70162,                0.73676,                0.57068,                0.74005,                0.64502,                0.70727,                0.50854,                0.68019,                  1.011,                0.39577,                0.81784,             0.00034674,             0.00034674,             0.00034674
                     82,                0.68801,                0.93217,                0.38281,                0.86906,                0.83437,                0.65597,                 0.7599,                0.58014,                0.79583,                0.62886,                0.72755,                0.52475,                0.68723,                 1.0122,                0.38796,                0.81651,             0.00033023,             0.00033023,             0.00033023
                     83,                0.68933,                0.93483,                0.37915,                0.86838,                 0.8353,                0.69477,                0.75411,                0.57667,                 0.8041,                0.67308,                0.72857,                 0.5171,                0.68523,                0.99315,                0.38906,                0.81763,             0.00031373,             0.00031373,             0.00031373
                     84,                0.68209,                0.92392,                0.37628,                0.87031,                0.83999,                0.69402,                0.76435,                0.58691,                0.80904,                0.67394,                0.73697,                0.52813,                 0.6813,                 1.0006,                0.38714,                0.81924,             0.00029723,             0.00029723,             0.00029723
                     85,                0.68761,                0.91088,                0.37837,                0.87673,                0.77312,                0.64226,                0.74639,                0.56587,                0.73373,                0.61556,                0.71321,                0.50301,                0.68611,                 1.0124,                0.38432,                0.82057,             0.00028072,             0.00028072,             0.00028072
                     86,                0.66156,                0.89738,                0.36659,                0.86779,                0.79855,                0.70405,                 0.7628,                0.59342,                0.75817,                0.67594,                0.72888,                0.52507,                0.67648,                 1.0079,                0.38202,                0.81378,             0.00026422,             0.00026422,             0.00026422
                     87,                0.66721,                0.88713,                0.36906,                 0.8716,                0.78697,                0.71681,                0.76627,                0.59752,                 0.7608,                0.69664,                0.73904,                0.53908,                0.67611,                0.99548,                0.37783,                0.81652,             0.00024772,             0.00024772,             0.00024772
                     88,                0.65994,                0.88282,                0.36454,                0.85936,                 0.8502,                0.70296,                0.78511,                0.58749,                0.80951,                0.67561,                0.75212,                0.54067,                 0.6765,                0.98929,                0.37386,                0.82394,             0.00023121,             0.00023121,             0.00023121
                     89,                0.67439,                0.93373,                0.36673,                0.86736,                0.84119,                0.70024,                0.78098,                0.59945,                0.80418,                0.67361,                0.74865,                0.54051,                0.67549,                0.99195,                0.37581,                0.82436,             0.00021471,             0.00021471,             0.00021471
                     90,                0.65881,                0.89403,                0.36233,                0.86473,                0.84939,                0.70416,                0.77792,                0.60342,                0.80613,                0.67408,                0.74106,                0.54002,                 0.6714,                0.99269,                0.37443,                0.82072,             0.00019821,             0.00019821,             0.00019821
                     91,                0.61894,                0.84121,                0.33841,                0.85534,                0.84628,                0.69886,                0.77354,                0.59842,                0.80564,                0.67049,                0.74117,                0.53984,                0.67976,                  1.014,                0.38139,                0.82058,              0.0001817,              0.0001817,              0.0001817
                     92,                0.63172,                0.86252,                0.34401,                0.85609,                0.85445,                0.70109,                0.78183,                 0.5977,                0.83932,                  0.652,                0.74753,                0.54258,                0.67484,                 1.0156,                0.37509,                0.82166,              0.0001652,              0.0001652,              0.0001652
                     93,                0.63291,                0.87534,                 0.3417,                0.85311,                0.83603,                0.69881,                0.78391,                0.60383,                0.79671,                0.67221,                0.75256,                0.54281,                0.68556,                   1.02,                0.37764,                0.82418,              0.0001487,              0.0001487,              0.0001487
                     94,                0.60403,                0.81819,                0.32644,                0.84629,                0.78805,                0.72448,                0.78153,                0.61425,                 0.7448,                0.69242,                0.74888,                0.54945,                0.66901,                0.99926,                0.37342,                0.81549,             0.00013219,             0.00013219,             0.00013219
                     95,                0.62138,                0.84756,                0.33089,                0.85532,                0.83826,                0.68934,                0.77537,                0.60292,                0.79668,                0.66025,                0.74117,                0.53901,                0.67357,                  1.011,                0.37658,                 0.8167,             0.00011569,             0.00011569,             0.00011569
                     96,                0.60834,                0.83307,                0.32217,                0.84351,                0.85355,                0.66279,                 0.7805,                0.59927,                0.81469,                0.63729,                0.74413,                0.54684,                0.67356,                 1.0054,                0.37691,                0.81952,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.60649,                  0.836,                0.32417,                0.84759,                0.86144,                0.69224,                0.79109,                0.61495,                0.82334,                0.66091,                0.75713,                0.55964,                 0.6703,                0.99974,                0.37643,                0.81499,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.59095,                0.80559,                0.31945,                0.84356,                0.86474,                0.69538,                0.79106,                 0.6209,                0.82777,                0.66689,                0.75795,                0.56192,                0.66133,                  1.006,                0.37237,                 0.8137,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.62571,                0.84328,                0.32947,                0.84695,                0.85168,                0.69695,                0.78631,                0.61852,                0.81236,                0.66984,                0.75487,                0.56098,                0.66179,                 0.9941,                0.37197,                0.81458,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                0.60283,                0.83713,                0.31785,                0.84333,                0.87098,                0.69879,                0.78899,                0.62099,                0.82981,                0.67071,                0.75489,                0.56209,                0.66131,                 0.9905,                0.37148,                0.81391,             3.3173e-05,             3.3173e-05,             3.3173e-05
