                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                0.90058,                 1.1811,                0.45878,                 0.9136,                0.90474,                0.40349,                 0.5355,                0.39207,                 0.4939,                0.75279,                0.54347,                0.33394,                0.79976,                 1.1083,                0.43337,                0.81858,              0.0013259,              0.0013259,              0.0013259
                     64,                0.86756,                 1.1405,                0.45198,                0.92081,                0.61218,                0.53283,                 0.5619,                0.39422,                0.68912,                0.73782,                0.66255,                0.36327,                0.76525,                 1.0925,                0.54434,                0.81425,              0.0013204,              0.0013204,              0.0013204
                     65,                0.88099,                  1.163,                0.45548,                0.91686,                0.62229,                0.44643,                0.50595,                0.36316,                0.55078,                0.54848,                0.52479,                0.31207,                0.76471,                 1.0734,                0.46375,                0.81298,              0.0013149,              0.0013149,              0.0013149
                     66,                 0.8725,                 1.1098,                0.45132,                0.91162,                0.56607,                0.68022,                0.57287,                0.36338,                0.78105,                 0.7197,                0.74419,                 0.3418,                0.76656,                 1.0809,                0.43414,                0.81076,              0.0013094,              0.0013094,              0.0013094
                     67,                0.87355,                 1.1534,                0.44807,                0.89965,                0.58187,                 0.5778,                0.53864,                 0.3619,                0.63873,                 0.6912,                 0.6279,                0.33144,                0.75346,                 1.0617,                0.40888,                 0.7985,              0.0013039,              0.0013039,              0.0013039
                     68,                0.85048,                 1.1205,                0.44119,                0.91135,                0.58789,                0.54355,                 0.5521,                0.36303,                0.65447,                0.68533,                0.65527,                0.31723,                0.78274,                 1.1034,                0.41156,                0.81105,              0.0012984,              0.0012984,              0.0012984
                     69,                0.88446,                 1.1644,                0.45563,                0.90774,                0.58795,                0.74551,                0.56102,                0.35118,                0.65599,                0.72669,                0.61846,                0.31827,                0.78071,                 1.0854,                0.46728,                0.80648,              0.0012929,              0.0012929,              0.0012929
                     70,                0.85344,                 1.1498,                0.43998,                0.90668,                0.61054,                0.77965,                0.56553,                 0.3288,                0.62922,                0.75845,                0.58664,                0.29537,                 0.7794,                 1.0747,                0.63814,                0.79975,              0.0012874,              0.0012874,              0.0012874
                     71,                0.87178,                 1.1765,                0.44644,                0.91625,                0.59585,                0.67055,                0.52311,                0.32494,                0.68491,                 0.6376,                0.63242,                0.29312,                0.79672,                 1.1003,                0.41715,                0.81253,              0.0012819,              0.0012819,              0.0012819
                     72,                0.85652,                 1.1451,                0.44517,                0.91608,                0.67065,                0.55401,                0.55343,                0.35351,                0.72503,                0.70495,                0.73951,                0.33058,                0.78826,                 1.0715,                0.40654,                 0.8068,              0.0012764,              0.0012764,              0.0012764
                     73,                 0.8645,                 1.1173,                0.44254,                0.90325,                0.71311,                0.59868,                0.60389,                0.36196,                0.71194,                0.61198,                0.65141,                0.32025,                0.76385,                 1.0655,                0.40049,                0.79981,              0.0012709,              0.0012709,              0.0012709
                     74,                0.86502,                 1.1157,                0.43784,                0.89177,                0.59882,                0.71736,                0.56009,                0.35562,                0.59277,                0.72465,                0.58886,                0.31104,                0.76252,                  1.084,                0.39216,                0.80146,              0.0012654,              0.0012654,              0.0012654
                     75,                0.84807,                 1.1376,                0.43138,                0.89767,                 0.6808,                 0.6139,                0.61282,                0.36071,                0.70448,                0.69112,                0.66901,                0.32697,                0.74877,                 1.0366,                0.38207,                 0.7996,              0.0012599,              0.0012599,              0.0012599
                     76,                0.80892,                 1.0901,                0.42143,                0.89265,                0.65119,                 0.7257,                0.56465,                0.33685,                0.66938,                0.59869,                0.60547,                0.31321,                0.74646,                 1.0417,                0.40349,                0.79236,              0.0012544,              0.0012544,              0.0012544
                     77,                0.81964,                 1.0823,                 0.4242,                0.89472,                0.55161,                0.74493,                0.53594,                0.34934,                0.62604,                0.60818,                0.55469,                0.30612,                 0.7855,                 1.0597,                0.41565,                0.79993,              0.0012489,              0.0012489,              0.0012489
                     78,                0.85872,                 1.1182,                0.43936,                0.91109,                0.60745,                0.66295,                0.60197,                0.37659,                0.63596,                0.73518,                0.63359,                0.35111,                0.77295,                 1.0732,                0.40196,                0.80061,              0.0012434,              0.0012434,              0.0012434
                     79,                0.83214,                 1.1184,                0.43164,                 0.8969,                0.54557,                0.70791,                0.47954,                0.31198,                0.60449,                0.67496,                0.53685,                0.28405,                0.76926,                  1.061,                 0.9744,                0.79878,              0.0012379,              0.0012379,              0.0012379
                     80,                0.85756,                 1.1499,                0.44052,                0.89887,                0.62656,                0.67121,                0.62096,                0.39887,                 0.7521,                0.69145,                0.69331,                0.34283,                0.75218,                 1.0539,                0.44965,                0.79184,              0.0012324,              0.0012324,              0.0012324
                     81,                0.82845,                 1.0934,                0.42272,                0.88773,                0.60234,                0.68184,                0.60432,                0.36859,                0.73962,                0.72166,                0.70835,                 0.3404,                0.75684,                 1.0524,                0.38603,                0.79618,              0.0012269,              0.0012269,              0.0012269
                     82,                0.81824,                 1.0982,                0.42216,                0.88768,                0.59206,                0.75012,                0.59752,                0.36429,                0.58258,                0.65904,                0.60171,                0.32092,                0.75136,                 1.0563,                0.39786,                0.79267,              0.0012214,              0.0012214,              0.0012214
                     83,                0.84457,                 1.0851,                0.42763,                0.89072,                0.60222,                0.64765,                0.57515,                0.35691,                0.57904,                0.62108,                0.56592,                 0.3164,                0.73821,                  1.051,                0.39618,                0.78754,              0.0012159,              0.0012159,              0.0012159
                     84,                0.86413,                 1.1194,                0.43375,                0.89283,                0.57879,                  0.722,                0.54505,                0.34049,                0.61359,                0.61982,                0.55896,                0.29836,                 0.7968,                 1.1608,                0.49497,                0.81109,              0.0012104,              0.0012104,              0.0012104
                     85,                0.84066,                 1.1069,                0.43574,                0.90654,                0.58578,                0.68207,                0.53403,                0.32216,                0.58811,                0.72408,                 0.5425,                0.29453,                 0.7542,                 1.0302,                0.83583,                0.79615,              0.0012049,              0.0012049,              0.0012049
                     86,                0.82213,                 1.1084,                0.42587,                0.89437,                0.67411,                0.67865,                0.64153,                 0.3832,                0.73786,                0.60179,                0.70189,                0.34484,                0.77004,                 1.0608,                0.40268,                0.80246,              0.0011994,              0.0011994,              0.0011994
                     87,                0.82323,                 1.0784,                0.42735,                0.89566,                0.55333,                0.78137,                0.55271,                 0.3601,                0.66785,                0.68821,                0.62981,                0.32391,                0.76598,                 1.0676,                0.44738,                0.80948,              0.0011939,              0.0011939,              0.0011939
                     88,                0.81728,                 1.1066,                0.42546,                0.89284,                0.58731,                0.75162,                0.58923,                0.36977,                0.59058,                0.72811,                0.59822,                0.33116,                0.76328,                 1.0891,                0.39428,                0.79919,              0.0011884,              0.0011884,              0.0011884
                     89,                0.82184,                 1.0825,                 0.4302,                0.89894,                0.72044,                0.49053,                0.57727,                0.36757,                0.66248,                0.68464,                0.66492,                0.32277,                0.75912,                 1.0657,                0.56898,                0.79848,              0.0011829,              0.0011829,              0.0011829
                     90,                0.83075,                 1.0761,                0.42753,                0.89066,                0.58838,                 0.6086,                0.56879,                0.35827,                0.65577,                0.59314,                0.58092,                0.30914,                0.74971,                 1.0405,                0.40461,                0.78852,              0.0011774,              0.0011774,              0.0011774
                     91,                0.81993,                 1.1018,                0.42144,                 0.8845,                0.54377,                0.65081,                0.57908,                 0.3933,                0.57359,                 0.6927,                0.59856,                0.33143,                0.73988,                 1.0445,                0.44005,                0.79452,              0.0011719,              0.0011719,              0.0011719
                     92,                0.80709,                 1.0851,                0.41942,                0.90686,                0.56899,                0.61678,                0.59852,                0.40518,                0.71774,                0.65775,                0.67761,                0.35389,                0.74752,                 1.0454,                0.39464,                0.79953,              0.0011664,              0.0011664,              0.0011664
                     93,                0.81977,                 1.0836,                0.42029,                 0.8886,                 0.5628,                0.71528,                0.58947,                0.38556,                0.61829,                0.65868,                0.62157,                0.34046,                0.74801,                 1.0663,                0.39572,                0.79367,              0.0011609,              0.0011609,              0.0011609
                     94,                0.81028,                 1.1178,                0.42094,                0.88913,                0.56334,                0.64804,                0.58003,                0.37041,                0.68453,                0.72293,                0.64751,                0.32901,                0.74328,                 1.0551,                0.39346,                0.79192,              0.0011554,              0.0011554,              0.0011554
                     95,                0.81032,                 1.1027,                0.41644,                0.89691,                0.63048,                0.67562,                0.62354,                0.37572,                0.61376,                0.66785,                0.65951,                0.33895,                0.74983,                  1.039,                0.39084,                 0.7932,              0.0011499,              0.0011499,              0.0011499
                     96,                0.79161,                 1.0409,                0.40986,                 0.8869,                0.58201,                0.50763,                0.50619,                0.33716,                0.59779,                0.55557,                0.56761,                0.29443,                0.73483,                 1.0323,                0.38603,                 0.7899,              0.0011444,              0.0011444,              0.0011444
                     97,                0.77064,                 1.0093,                0.40176,                0.88063,                0.58071,                0.57907,                0.54502,                0.36402,                0.68555,                0.59017,                0.60584,                0.31707,                0.73337,                 1.0595,                0.39025,                0.79087,              0.0011389,              0.0011389,              0.0011389
                     98,                0.77024,                 1.0324,                0.40273,                0.87641,                0.52572,                0.75035,                0.53109,                0.35567,                 0.5984,                 0.6873,                0.55257,                0.30475,                0.73676,                  1.069,                0.37866,                0.79358,              0.0011334,              0.0011334,              0.0011334
                     99,                0.79258,                 1.0755,                0.41275,                0.88931,                0.58489,                0.60846,                 0.5067,                0.33771,                0.62887,                0.73672,                 0.5661,                 0.3051,                0.74519,                 1.0501,                0.39243,                 0.7953,              0.0011279,              0.0011279,              0.0011279
                    100,                0.82564,                 1.1104,                0.42477,                0.88548,                0.63153,                0.74672,                0.64797,                0.37953,                0.71998,                0.68725,                0.72451,                 0.3514,                 0.7272,                 1.0499,                0.37872,                0.78723,              0.0011224,              0.0011224,              0.0011224
                    101,                0.79108,                 1.0418,                0.40586,                0.87506,                0.64062,                 0.5062,                0.55253,                0.36086,                 0.7048,                 0.6476,                0.65284,                 0.3292,                 0.7535,                 1.0562,                 0.3804,                0.79581,              0.0011169,              0.0011169,              0.0011169
                    102,                0.78382,                 1.0222,                0.39874,                0.87425,                 0.6396,                  0.632,                 0.5917,                0.36063,                0.67954,                0.72488,                0.63975,                0.34217,                0.73185,                 1.0146,                0.37074,                0.79174,              0.0011114,              0.0011114,              0.0011114
                    103,                0.78386,                 1.0364,                0.40538,                0.88378,                 0.5937,                0.65012,                0.62744,                 0.4059,                0.72119,                0.68982,                0.70227,                0.36423,                0.73045,                 1.0253,                0.37071,                0.79495,              0.0011059,              0.0011059,              0.0011059
                    104,                 0.7846,                  1.041,                0.40035,                0.88083,                 0.6393,                0.74954,                0.65283,                0.38238,                0.69341,                0.69224,                0.69992,                0.34403,                 0.7394,                 1.0344,                0.37328,                0.78872,              0.0011004,              0.0011004,              0.0011004
                    105,                0.78171,                 1.0458,                0.40037,                0.87565,                0.76701,                 0.5063,                0.61836,                0.39656,                0.73791,                0.67219,                0.69223,                0.36251,                0.73061,                 1.0254,                0.37432,                0.78743,              0.0010949,              0.0010949,              0.0010949
                    106,                0.76862,                 1.0185,                0.39564,                0.87744,                0.61969,                0.74908,                0.59128,                0.36185,                0.62367,                0.79489,                0.61641,                0.32989,                0.72903,                0.99808,                0.36397,                0.78754,              0.0010894,              0.0010894,              0.0010894
                    107,                0.79924,                 1.0258,                0.40166,                0.87206,                0.67904,                0.67888,                  0.625,                0.36042,                 0.7592,                0.68027,                0.73372,                0.34738,                0.73578,                 1.0042,                0.37346,                0.79119,              0.0010839,              0.0010839,              0.0010839
                    108,                0.77847,                 1.0395,                0.39693,                0.88069,                0.61364,                0.74525,                 0.6654,                0.42057,                0.72786,                0.65151,                 0.6901,                0.37614,                0.73739,                 1.0381,                 0.3717,                0.79484,              0.0010784,              0.0010784,              0.0010784
                    109,                0.76119,                 1.0195,                0.38968,                0.87419,                 0.7512,                0.76159,                0.75115,                0.42961,                0.79695,                0.65106,                0.75939,                0.40295,                0.73341,                 1.0096,                0.37882,                0.79219,              0.0010729,              0.0010729,              0.0010729
