                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.96691,                 1.3467,                0.50212,                0.93984,                0.91484,                 0.6934,                0.77863,                0.54441,                0.87287,                0.66137,                0.74548,                0.45758,                0.94748,                 1.4851,                0.52163,                  1.005,              0.0017756,              0.0017756,              0.0017756
                     36,                0.95328,                 1.2811,                0.48096,                0.91675,                0.87838,                0.69042,                0.74856,                0.51031,                0.86531,                0.63619,                0.70195,                 0.4034,                 0.9986,                 1.5924,                0.55503,                 1.0285,               0.001769,               0.001769,               0.001769
                     37,                0.93464,                 1.2386,                0.47196,                0.91761,                0.89151,                0.69902,                0.77127,                  0.527,                0.86049,                0.64621,                0.71998,                0.41396,                0.95381,                  1.655,                0.50292,                 1.0111,              0.0017624,              0.0017624,              0.0017624
                     38,                0.93213,                 1.2258,                0.47434,                0.91607,                0.89527,                0.70016,                0.76592,                0.52049,                0.86303,                0.65012,                0.72154,                0.41863,                0.98266,                 1.6199,                0.51136,                 1.0106,              0.0017558,              0.0017558,              0.0017558
                     39,                0.95119,                 1.2827,                0.47953,                0.92239,                0.90495,                0.69598,                 0.7474,                0.50503,                0.88456,                0.64262,                0.69952,                0.39452,                 1.0133,                 1.6283,                0.55842,                 1.0455,              0.0017492,              0.0017492,              0.0017492
                     40,                0.94433,                 1.2408,                0.46931,                 0.9101,                0.92952,                0.69242,                0.76028,                0.52092,                0.88565,                0.65355,                0.72127,                0.42165,                 1.0153,                 1.7424,                0.53437,                 1.0445,              0.0017426,              0.0017426,              0.0017426
                     41,                0.92681,                 1.2651,                0.46764,                0.91052,                   0.91,                0.69217,                0.75737,                0.51575,                0.86284,                0.65159,                0.71669,                0.41525,                0.96728,                 1.6036,                0.49985,                0.99269,               0.001736,               0.001736,               0.001736
                     42,                0.95162,                 1.2767,                0.47897,                0.91919,                0.94678,                0.68362,                0.76916,                0.53749,                 0.9015,                0.63765,                0.71758,                0.42598,                0.97016,                 1.4356,                0.50647,                 1.0129,              0.0017294,              0.0017294,              0.0017294
                     43,                0.97489,                  1.285,                0.47835,                0.92477,                0.91883,                0.68914,                0.76899,                 0.5482,                0.88272,                0.65012,                0.72802,                0.44297,                0.94157,                 1.4813,                0.48057,                 1.0017,              0.0017228,              0.0017228,              0.0017228
                     44,                0.96177,                 1.2967,                0.47372,                0.91704,                0.91688,                0.69462,                0.77243,                0.54338,                 0.8918,                0.63478,                0.71731,                0.44253,                0.93196,                 1.6264,                0.49491,                  1.001,              0.0017162,              0.0017162,              0.0017162
                     45,                0.94232,                 1.2722,                0.47132,                0.91819,                 0.9379,                0.68687,                0.77844,                0.55432,                0.91279,                0.65526,                 0.7484,                0.47217,                0.89557,                 1.4935,                 0.4808,                0.98438,              0.0017096,              0.0017096,              0.0017096
                     46,                0.96777,                 1.2797,                0.47765,                0.91626,                0.91238,                0.69927,                0.78882,                0.56356,                0.87082,                0.64775,                0.74237,                0.45871,                0.90593,                 1.4518,                0.47631,                0.99664,               0.001703,               0.001703,               0.001703
                     47,                0.93451,                 1.2694,                0.46114,                 0.9039,                0.91217,                0.70084,                0.79556,                 0.5662,                0.87412,                0.63936,                0.74122,                0.45287,                0.91841,                 1.4516,                0.45879,                0.99926,              0.0016964,              0.0016964,              0.0016964
                     48,                0.88669,                 1.1872,                0.44982,                0.89852,                 0.9132,                0.71222,                0.79832,                0.55863,                0.87163,                0.65744,                 0.7525,                 0.4516,                0.97095,                 1.5884,                0.49566,                 1.0131,              0.0016898,              0.0016898,              0.0016898
                     49,                0.91412,                 1.1776,                0.45065,                0.89803,                0.91455,                0.70073,                0.79264,                0.56641,                0.89494,                0.63839,                0.74226,                0.46248,                0.95667,                 1.4912,                0.51269,                 1.0292,              0.0016832,              0.0016832,              0.0016832
                     50,                 0.9014,                 1.2031,                0.44957,                0.90624,                0.90731,                0.70465,                0.78764,                0.55843,                0.88212,                0.65819,                0.74417,                0.45268,                0.95616,                 1.4116,                0.48457,                 1.0472,              0.0016766,              0.0016766,              0.0016766
                     51,                0.90211,                 1.2307,                0.45239,                0.90912,                0.92279,                0.70129,                0.79562,                0.57244,                0.90319,                0.64324,                0.74698,                0.46531,                0.95833,                 1.4854,                0.47912,                 1.0233,                0.00167,                0.00167,                0.00167
                     52,                0.91549,                 1.2382,                0.45156,                0.90301,                0.92778,                0.70122,                0.79209,                0.56247,                0.89705,                0.64976,                0.74752,                0.44552,                0.93467,                 1.5731,                0.47449,                 1.0025,              0.0016634,              0.0016634,              0.0016634
                     53,                0.87851,                 1.1685,                0.44492,                0.89729,                0.93334,                0.68998,                0.78398,                0.56106,                0.89755,                0.64083,                0.73857,                 0.4529,                0.93362,                  1.445,                0.47415,                0.99329,              0.0016568,              0.0016568,              0.0016568
                     54,                0.91049,                 1.1971,                0.45277,                0.90017,                0.92159,                0.70636,                0.79269,                0.56922,                0.89719,                0.65477,                0.75495,                0.46622,                0.95646,                 1.4358,                0.48098,                 1.0291,              0.0016502,              0.0016502,              0.0016502
                     55,                0.91808,                 1.2063,                0.44943,                0.89588,                0.92788,                0.69804,                0.78735,                0.56217,                0.89102,                0.65623,                0.74628,                0.45768,                0.96444,                 1.4139,                0.47362,                 1.0326,              0.0016436,              0.0016436,              0.0016436
                     56,                0.89576,                 1.1655,                0.44513,                0.90018,                0.91063,                0.71003,                0.79252,                0.56747,                 0.8853,                0.66797,                0.75444,                0.45794,                0.92924,                 1.3431,                 0.4827,                 1.0134,               0.001637,               0.001637,               0.001637
                     57,                0.86416,                 1.1489,                0.43628,                0.89569,                0.92557,                0.71755,                0.80933,                0.58695,                0.89081,                0.66023,                0.75664,                0.46222,                0.89949,                 1.5108,                0.45558,                0.98235,              0.0016304,              0.0016304,              0.0016304
                     58,                  0.866,                 1.1582,                0.43083,                0.88301,                0.93454,                0.70073,                0.80329,                0.58337,                0.89864,                0.65746,                0.76234,                0.48046,                0.91377,                 1.3887,                0.47187,                0.99245,              0.0016238,              0.0016238,              0.0016238
                     59,                0.86792,                 1.1793,                 0.4322,                0.89062,                0.92567,                0.70733,                0.79824,                0.57559,                0.89654,                0.66797,                0.75946,                0.47362,                0.88624,                 1.3671,                 0.4781,                 1.0099,              0.0016172,              0.0016172,              0.0016172
                     60,                0.84834,                 1.1643,                  0.431,                0.89483,                0.92597,                0.69727,                0.78944,                 0.5701,                0.88311,                0.66284,                0.75313,                0.46392,                0.88111,                 1.2956,                0.45369,                0.98871,              0.0016106,              0.0016106,              0.0016106
                     61,                0.85523,                 1.1633,                0.43647,                0.88323,                0.92685,                0.70326,                0.80072,                0.57713,                0.88714,                0.64939,                0.75134,                0.47105,                0.89043,                 1.4584,                0.46799,                 1.0006,               0.001604,               0.001604,               0.001604
                     62,                0.85068,                   1.16,                0.43038,                0.88385,                0.92105,                0.70318,                0.79112,                0.57698,                0.89747,                0.65721,                0.75006,                0.47188,                0.84872,                  1.401,                 0.4608,                0.98697,              0.0015974,              0.0015974,              0.0015974
                     63,                0.85925,                 1.1601,                0.43377,                0.89429,                0.92417,                0.69853,                0.76507,                0.53626,                0.89197,                0.65606,                0.72178,                 0.4401,                0.86304,                 1.4075,                0.47625,                0.98273,              0.0015908,              0.0015908,              0.0015908
                     64,                0.91409,                 1.2255,                0.44252,                0.89126,                 0.9252,                0.69927,                0.78581,                0.55631,                0.89073,                 0.6557,                0.74605,                0.46261,                0.90853,                  1.486,                0.45951,                0.98593,              0.0015842,              0.0015842,              0.0015842
                     65,                0.88587,                 1.1774,                0.43739,                0.89896,                0.93808,                 0.7075,                0.80535,                0.58279,                0.88941,                0.66455,                0.76319,                0.47387,                0.91156,                 1.4864,                0.46725,                0.99722,              0.0015776,              0.0015776,              0.0015776
                     66,                0.87098,                 1.1383,                0.42812,                0.89171,                0.94042,                0.70234,                0.80974,                0.59238,                0.89281,                0.65819,                0.76474,                0.48085,                0.86871,                 1.4921,                0.45872,                0.96865,               0.001571,               0.001571,               0.001571
                     67,                0.87436,                 1.1632,                0.43615,                0.88173,                 0.9333,                0.70472,                0.80466,                 0.5891,                0.88654,                0.65909,                0.75978,                0.48541,                0.92253,                 1.4598,                0.45249,                 1.0165,              0.0015644,              0.0015644,              0.0015644
                     68,                0.87139,                 1.1497,                0.43343,                0.89217,                0.91664,                0.70905,                0.78636,                0.56483,                0.87608,                0.65166,                0.73149,                 0.4401,                0.88997,                 1.4215,                0.45071,                 0.9914,              0.0015578,              0.0015578,              0.0015578
                     69,                0.84182,                 1.0957,                 0.4224,                0.88383,                0.92377,                0.70818,                0.80299,                0.58065,                0.89007,                0.64572,                0.75043,                0.46662,                0.85155,                  1.382,                0.44648,                0.96775,              0.0015512,              0.0015512,              0.0015512
                     70,                0.85022,                  1.093,                0.42954,                0.88004,                0.94103,                0.70618,                0.80867,                0.59402,                0.89006,                0.66312,                0.76648,                0.47959,                 0.8766,                 1.3786,                0.44746,                0.98719,              0.0015446,              0.0015446,              0.0015446
                     71,                   0.85,                 1.1215,                0.42335,                0.88454,                0.93104,                0.70905,                0.80596,                0.59158,                0.90277,                0.65037,                0.75819,                  0.474,                0.85518,                 1.3127,                0.43874,                0.97476,               0.001538,               0.001538,               0.001538
                     72,                0.84976,                 1.1002,                0.41615,                0.87658,                0.92819,                0.69842,                0.79625,                0.57119,                0.88545,                0.64444,                0.74231,                0.44913,                0.92996,                 1.3853,                0.46373,                 1.0091,              0.0015314,              0.0015314,              0.0015314
                     73,                0.84057,                 1.1047,                0.42281,                0.87667,                0.92586,                0.71516,                0.81581,                0.59489,                0.88733,                0.67204,                0.77413,                 0.4793,                0.89602,                 1.3573,                0.46425,                 1.0004,              0.0015248,              0.0015248,              0.0015248
                     74,                0.83356,                 1.0772,                0.41701,                0.88053,                 0.9349,                0.70587,                0.81705,                0.59898,                0.89053,                0.66039,                0.77429,                0.49112,                0.88861,                 1.4173,                0.43381,                 0.9882,              0.0015182,              0.0015182,              0.0015182
                     75,                0.84854,                  1.087,                0.42307,                0.87493,                 0.9354,                0.70489,                0.81031,                0.58559,                0.88293,                 0.6467,                 0.7504,                0.46622,                 0.9122,                  1.351,                 0.4493,                0.99982,              0.0015116,              0.0015116,              0.0015116
                     76,                0.81343,                 1.0706,                0.42125,                0.87504,                0.92306,                0.71345,                0.80659,                0.57968,                0.88464,                0.65248,                0.75143,                 0.4749,                0.86724,                 1.2899,                0.44165,                0.97979,               0.001505,               0.001505,               0.001505
                     77,                0.83865,                 1.0889,                0.41985,                0.87544,                0.92912,                0.71148,                0.81762,                0.59567,                0.89015,                0.65746,                0.76725,                0.47793,                0.88347,                  1.336,                0.45076,                0.99722,              0.0014984,              0.0014984,              0.0014984
                     78,                0.84363,                  1.064,                 0.4202,                0.86228,                 0.9247,                0.71198,                0.80192,                 0.5848,                0.91727,                0.65941,                0.76092,                0.47614,                0.90377,                 1.3319,                0.44477,                 1.0653,              0.0014918,              0.0014918,              0.0014918
                     79,                0.84837,                 1.1111,                0.41898,                0.86903,                0.92272,                0.71491,                0.79478,                0.57905,                 0.8936,                0.66724,                 0.7518,                0.47146,                0.88886,                  1.352,                0.45356,                 1.0205,              0.0014852,              0.0014852,              0.0014852
                     80,                0.78753,                  1.015,                0.40259,                0.86754,                0.91235,                0.72127,                0.81241,                0.59675,                0.88555,                0.67164,                 0.7699,                0.48841,                0.89984,                 1.3669,                0.44155,                 1.0025,              0.0014786,              0.0014786,              0.0014786
                     81,                 0.7968,                 1.0523,                0.40321,                0.87213,                0.90923,                0.72987,                0.81809,                0.60476,                0.90272,                0.66703,                0.77805,                0.49039,                0.89367,                 1.3073,                0.43189,                0.99078,               0.001472,               0.001472,               0.001472
                     82,                0.80093,                 1.0573,                0.39882,                0.86806,                0.93675,                0.71614,                0.82062,                0.60998,                0.90521,                0.67164,                0.78044,                0.49221,                0.88116,                 1.3207,                0.42712,                 0.9825,              0.0014654,              0.0014654,              0.0014654
                     83,                0.81541,                  1.069,                0.41209,                0.86392,                0.93121,                0.70611,                0.81497,                0.60315,                0.90509,                0.66214,                0.77632,                0.48592,                0.90164,                 1.4302,                0.45439,                 1.0114,              0.0014588,              0.0014588,              0.0014588
                     84,                0.81272,                 1.1041,                0.41588,                0.87394,                 0.9288,                0.70801,                0.80428,                0.59022,                0.89918,                0.65636,                0.76398,                0.46894,                0.89639,                 1.2725,                0.44273,                0.99032,              0.0014522,              0.0014522,              0.0014522
                     85,                0.82153,                 1.0808,                0.41206,                0.88075,                0.93319,                0.72249,                0.80899,                0.58364,                 0.8721,                 0.6502,                0.73961,                0.44725,                0.88088,                  1.273,                0.45515,                0.98021,              0.0014456,              0.0014456,              0.0014456
                     86,                0.81454,                 1.0631,                0.40484,                0.87057,                0.92921,                 0.7125,                0.81302,                0.59748,                0.88851,                0.65859,                0.76427,                0.47877,                0.87371,                 1.4225,                0.44944,                0.98316,               0.001439,               0.001439,               0.001439
                     87,                0.78838,                 1.0517,                0.40066,                0.86249,                0.92478,                0.71842,                0.81877,                0.60739,                0.90943,                0.66919,                0.78227,                0.50345,                0.85659,                 1.3925,                0.43163,                0.96998,              0.0014324,              0.0014324,              0.0014324
                     88,                0.81209,                 1.0837,                0.40335,                0.86861,                0.93146,                0.71711,                0.81852,                 0.6087,                0.90031,                0.66243,                0.77451,                0.49501,                0.90162,                 1.3264,                0.44468,                0.99838,              0.0014258,              0.0014258,              0.0014258
                     89,                0.84218,                 1.0665,                0.40465,                0.86114,                0.92875,                0.71418,                0.80844,                0.59417,                0.90499,                0.65501,                0.76719,                0.48285,                0.88298,                 1.3695,                0.42944,                 0.9785,              0.0014192,              0.0014192,              0.0014192
                     90,                0.77933,                 1.0313,                0.39576,                0.85824,                0.91682,                0.72445,                0.81907,                0.60206,                0.89528,                0.64802,                0.76251,                0.48723,                0.90822,                 1.4784,                0.44023,                0.99746,              0.0014126,              0.0014126,              0.0014126
                     91,                0.79868,                  1.068,                0.39957,                0.86288,                0.92521,                 0.7198,                0.82638,                0.61486,                 0.9058,                0.66381,                0.78337,                 0.4943,                 0.9023,                  1.402,                0.44041,                0.99445,               0.001406,               0.001406,               0.001406
                     92,                0.80101,                 1.0783,                0.39255,                0.86646,                0.92495,                0.72176,                0.82365,                0.60669,                0.89921,                 0.6599,                0.77391,                0.49003,                0.86645,                 1.3305,                0.42556,                0.96304,              0.0013994,              0.0013994,              0.0013994
                     93,                0.78472,                 1.0389,                0.39558,                 0.8696,                0.93303,                0.71394,                0.81857,                0.60278,                0.89914,                0.65824,                0.77233,                0.48569,                 0.8465,                 1.4389,                0.44334,                0.95093,              0.0013928,              0.0013928,              0.0013928
                     94,                0.79565,                 1.0533,                0.39778,                0.86714,                0.93341,                0.71834,                0.82272,                 0.6105,                0.90207,                0.66661,                 0.7836,                0.50936,                0.86063,                 1.4225,                0.44231,                0.96428,              0.0013862,              0.0013862,              0.0013862
                     95,                0.80117,                 1.0522,                0.39891,                0.86861,                0.92772,                0.72249,                0.82249,                0.61068,                0.88633,                0.67106,                0.77725,                0.49641,                0.85569,                 1.3954,                0.43587,                0.95577,              0.0013796,              0.0013796,              0.0013796
                     96,                0.79486,                 1.0623,                0.39517,                0.86066,                0.92724,                0.72372,                0.82385,                0.61338,                0.88619,                0.67237,                0.77948,                0.49564,                0.80869,                 1.2479,                0.41167,                0.93881,               0.001373,               0.001373,               0.001373
                     97,                0.79594,                 1.0699,                0.39925,                0.87171,                0.92839,                0.72272,                0.82002,                0.61188,                0.89638,                 0.6709,                0.77869,                0.49811,                0.82967,                 1.2882,                0.41214,                0.95451,              0.0013664,              0.0013664,              0.0013664
                     98,                0.77799,                 1.0228,                0.39346,                0.86042,                0.93576,                0.71443,                0.81945,                0.61917,                 0.8948,                0.66601,                0.77783,                 0.4963,                0.81906,                 1.4821,                0.45042,                 0.9445,              0.0013598,              0.0013598,              0.0013598
                     99,                0.76145,                 0.9975,                0.38805,                0.86331,                0.94144,                0.71418,                0.81591,                0.60671,                 0.8995,                0.66307,                 0.7728,                0.48216,                0.82043,                 1.4574,                0.43607,                 0.9321,              0.0013532,              0.0013532,              0.0013532
                    100,                0.78059,                 1.0331,                0.39355,                0.86596,                0.93028,                0.72099,                0.81738,                0.60532,                0.89778,                0.66064,                0.76956,                0.47707,                0.88309,                 1.4705,                 0.4404,                0.97595,              0.0013466,              0.0013466,              0.0013466
                    101,                 0.7852,                 1.0415,                0.39347,                0.86319,                0.93137,                0.71999,                0.81852,                0.60861,                0.88906,                0.66112,                0.76574,                0.47969,                0.84713,                 1.4448,                0.42512,                0.95703,                0.00134,                0.00134,                0.00134
                    102,                 0.7507,                 1.0085,                0.38542,                0.86534,                0.93692,                0.72078,                0.82578,                 0.6185,                0.89611,                0.66644,                0.77855,                0.49949,                0.84044,                   1.43,                0.41327,                0.95618,              0.0013334,              0.0013334,              0.0013334
                    103,                0.78698,                 1.0565,                0.39467,                0.86432,                0.93546,                0.72649,                0.82839,                0.62188,                0.90588,                0.66127,                0.77584,                 0.4983,                0.85972,                 1.4264,                0.44041,                0.96203,              0.0013268,              0.0013268,              0.0013268
                    104,                0.76647,                 1.0173,                0.38767,                0.86663,                0.92653,                0.72176,                0.82053,                0.60998,                0.89555,                0.65828,                0.76927,                0.48401,                0.85563,                 1.3104,                0.41457,                0.96273,              0.0013202,              0.0013202,              0.0013202
                    105,                0.78573,                 1.0556,                0.39316,                0.86108,                0.92488,                0.72543,                 0.8263,                0.61256,                0.88377,                0.66993,                0.78385,                0.50094,                0.82133,                 1.4054,                0.43026,                0.94275,              0.0013136,              0.0013136,              0.0013136
                    106,                0.77481,                 1.0109,                 0.3898,                0.86106,                0.93702,                0.71858,                 0.8279,                0.61584,                0.90051,                0.66357,                 0.7813,                 0.4931,                0.81414,                 1.4524,                0.41618,                0.93917,               0.001307,               0.001307,               0.001307
                    107,                0.76135,                0.98722,                  0.385,                0.85884,                0.92821,                0.73024,                0.82862,                0.62529,                0.90215,                0.67179,                0.78493,                0.50449,                 0.8314,                 1.4429,                0.42901,                0.95986,              0.0013004,              0.0013004,              0.0013004
                    108,                0.76357,                 1.0328,                 0.3895,                0.86414,                 0.9268,                0.72435,                   0.81,                0.59871,                0.90298,                0.65672,                0.76044,                0.48415,                 0.8427,                 1.3636,                0.41615,                0.95249,              0.0012938,              0.0012938,              0.0012938
                    109,                0.76596,                 1.0411,                 0.3846,                0.86058,                0.93183,                0.71443,                0.81859,                0.60953,                0.88853,                0.66653,                0.77499,                 0.4844,                0.82809,                 1.3229,                0.40542,                0.95299,              0.0012872,              0.0012872,              0.0012872
