                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.77583,                 1.0193,                 0.3886,                 0.8583,                0.92676,                0.72709,                0.82681,                0.61939,                0.88784,                 0.6665,                0.77296,                  0.485,                0.84062,                 1.3328,                0.39987,                0.96442,              0.0012806,              0.0012806,              0.0012806
                    111,                0.77267,                  1.029,                 0.3897,                0.86042,                0.93111,                0.72366,                0.82378,                0.61366,                0.90157,                0.66958,                0.77667,                0.48968,                0.84895,                 1.2208,                0.40733,                0.96444,               0.001274,               0.001274,               0.001274
                    112,                0.76335,                 1.0164,                0.38292,                0.86509,                0.92118,                0.73152,                0.82431,                0.62008,                0.90662,                0.66308,                0.77964,                0.50256,                0.84715,                 1.2919,                0.40257,                  0.963,              0.0012674,              0.0012674,              0.0012674
                    113,                0.74004,                 1.0017,                0.37883,                0.86408,                0.93858,                 0.7198,                0.82794,                0.62656,                0.88667,                 0.6687,                0.78415,                0.51252,                0.85483,                 1.3451,                0.41323,                0.96733,              0.0012608,              0.0012608,              0.0012608
                    114,                0.75049,                 1.0082,                0.38438,                 0.8623,                0.93556,                0.72176,                0.82754,                0.62076,                 0.8977,                0.66577,                0.78511,                0.50414,                0.85465,                 1.3628,                0.42589,                0.96054,              0.0012542,              0.0012542,              0.0012542
                    115,                0.76191,                 1.0038,                0.38872,                  0.852,                0.94174,                0.72326,                0.83018,                0.62688,                0.89173,                0.67055,                0.78144,                0.49352,                0.81554,                 1.4072,                0.41178,                0.94578,              0.0012476,              0.0012476,              0.0012476
                    116,                0.78638,                 1.0296,                0.39866,                0.86007,                0.91334,                0.73814,                0.82338,                0.60802,                0.90275,                0.65966,                0.77137,                0.47447,                0.83434,                 1.4232,                0.41363,                0.93504,               0.001241,               0.001241,               0.001241
                    117,                0.73676,                0.97582,                0.37433,                0.85263,                0.92995,                0.72934,                0.82242,                0.60983,                 0.9073,                0.65812,                 0.7715,                0.49101,                0.81423,                 1.3923,                0.41608,                0.94284,              0.0012344,              0.0012344,              0.0012344
                    118,                0.76127,                 1.0026,                 0.3834,                0.85163,                0.93098,                 0.7288,                 0.8281,                0.62059,                0.89112,                0.66186,                0.77775,                0.50298,                0.81864,                  1.345,                0.41094,                0.96087,              0.0012278,              0.0012278,              0.0012278
                    119,                0.76087,                0.98433,                0.37936,                 0.8525,                0.93168,                0.73252,                 0.8318,                 0.6263,                0.89509,                0.66308,                0.78179,                0.50069,                0.82698,                 1.4001,                  0.424,                0.96828,              0.0012212,              0.0012212,              0.0012212
                    120,                0.74085,                0.96654,                0.37458,                0.85629,                0.93634,                0.72323,                0.83251,                0.63089,                0.90335,                0.66968,                0.79093,                 0.5113,                0.82751,                 1.3538,                 0.4322,                0.95758,              0.0012146,              0.0012146,              0.0012146
                    121,                0.74851,                0.98561,                 0.3773,                0.84759,                0.93536,                0.72887,                0.83398,                0.63042,                0.87828,                0.66684,                0.77876,                 0.5008,                0.84013,                 1.2901,                0.42138,                0.97761,               0.001208,               0.001208,               0.001208
                    122,                0.71883,                0.94906,                0.36667,                  0.849,                0.93238,                0.73276,                  0.833,                0.62519,                0.88358,                0.67017,                0.77526,                0.49102,                0.84997,                 1.4016,                0.41321,                0.98279,              0.0012014,              0.0012014,              0.0012014
                    123,                0.70733,                 0.9432,                0.36445,                0.86043,                0.95003,                0.72347,                0.83646,                0.63447,                 0.9061,                0.67579,                0.79258,                0.51316,                0.82262,                 1.2973,                0.40611,                0.96642,              0.0011948,              0.0011948,              0.0011948
                    124,                0.74499,                0.99233,                0.37305,                0.84918,                0.92478,                 0.7291,                 0.8293,                0.63108,                0.90326,                0.66186,                0.78363,                0.51284,                0.79911,                 1.2111,                0.40773,                0.95484,              0.0011882,              0.0011882,              0.0011882
                    125,                0.73219,                0.97761,                 0.3671,                0.85037,                  0.934,                0.73203,                0.83192,                0.63031,                 0.8955,                 0.6665,                0.77867,                0.50315,                 0.8128,                 1.3409,                0.40659,                0.94559,              0.0011816,              0.0011816,              0.0011816
                    126,                0.72273,                0.96049,                0.36173,                0.85533,                0.93074,                0.73268,                0.83088,                0.62964,                0.89882,                0.66895,                0.78514,                0.50113,                0.75046,                 1.2486,                 0.3931,                0.92514,               0.001175,               0.001175,               0.001175
                    127,                0.75513,                0.96548,                0.37305,                0.85409,                0.92878,                0.72812,                0.82566,                0.61902,                0.90136,                0.66675,                0.78066,                0.49717,                0.81927,                 1.3004,                0.40312,                0.94346,              0.0011684,              0.0011684,              0.0011684
                    128,                0.73407,                 0.9437,                0.37039,                 0.8501,                0.93932,                0.72592,                0.82222,                0.61247,                0.88428,                0.67076,                0.77348,                0.49103,                 0.8004,                 1.2969,                0.39624,                 0.9456,              0.0011618,              0.0011618,              0.0011618
                    129,                0.73399,                 0.9596,                0.37343,                0.85766,                0.93219,                0.72787,                0.82455,                0.61361,                0.89852,                0.66464,                0.77562,                0.48557,                0.81427,                 1.3132,                0.40213,                0.94728,              0.0011552,              0.0011552,              0.0011552
                    130,                0.73234,                0.94437,                0.37061,                0.84564,                0.93129,                0.73594,                0.83466,                0.62903,                0.89576,                0.67656,                0.78988,                0.50291,                0.79377,                 1.2654,                 0.4153,                 0.9375,              0.0011486,              0.0011486,              0.0011486
                    131,                0.70714,                0.95015,                0.36128,                0.85075,                0.92871,                0.72934,                0.83536,                0.63632,                0.90158,                 0.6709,                0.79341,                0.52139,                0.80917,                 1.2994,                0.41597,                0.94871,               0.001142,               0.001142,               0.001142
                    132,                0.74239,                0.97791,                0.36404,                0.84629,                0.93853,                0.72323,                0.83551,                0.63456,                0.90431,                0.66968,                0.79493,                0.52014,                0.80943,                  1.373,                0.41987,                0.94218,              0.0011354,              0.0011354,              0.0011354
                    133,                 0.7281,                0.96673,                0.36044,                0.84711,                0.93673,                0.72592,                0.83551,                0.63172,                0.89306,                0.67787,                0.79334,                0.51913,                0.79962,                 1.2377,                0.40056,                0.93955,              0.0011288,              0.0011288,              0.0011288
                    134,                 0.7196,                0.94815,                0.36505,                0.85851,                0.91458,                 0.7423,                  0.835,                 0.6279,                0.88942,                0.67457,                0.78879,                0.51011,                 0.7917,                 1.3095,                0.39233,                0.93123,              0.0011222,              0.0011222,              0.0011222
                    135,                0.70155,                0.93565,                0.35725,                0.84186,                0.93087,                0.73374,                0.83335,                0.62923,                0.88394,                0.68289,                0.79051,                0.50845,                0.81196,                 1.3037,                0.41311,                0.95985,              0.0011156,              0.0011156,              0.0011156
                    136,                0.72711,                0.99594,                0.36727,                 0.8455,                0.92286,                 0.7401,                0.83779,                0.63598,                  0.895,                 0.6648,                0.78299,                0.51817,                0.78129,                 1.2557,                0.39908,                0.94083,               0.001109,               0.001109,               0.001109
                    137,                0.71488,                0.95004,                0.36299,                0.85302,                0.93185,                0.72714,                0.83414,                0.63314,                0.89534,                0.67042,                 0.7893,                0.51221,                0.81932,                 1.3405,                0.41763,                0.95021,              0.0011024,              0.0011024,              0.0011024
                    138,                0.72374,                0.97031,                0.36392,                0.84902,                0.92796,                0.73386,                0.83421,                 0.6342,                0.89806,                0.66601,                0.78437,                0.50754,                0.80965,                 1.2283,                0.39933,                0.95271,              0.0010958,              0.0010958,              0.0010958
                    139,                 0.7107,                0.94044,                0.35657,                0.84823,                0.93559,                0.73516,                0.83799,                0.63269,                0.89839,                0.66366,                0.78383,                0.50481,                0.84214,                   1.29,                0.39371,                0.96239,              0.0010892,              0.0010892,              0.0010892
                    140,                0.71451,                0.94017,                0.35525,                 0.8543,                0.93569,                0.73496,                0.83677,                0.63538,                0.90417,                0.67359,                0.79166,                0.51998,                0.86201,                 1.2722,                 0.3988,                0.97848,              0.0010826,              0.0010826,              0.0010826
                    141,                0.70832,                0.95039,                0.36178,                0.84793,                0.93285,                0.73472,                0.83934,                0.63719,                0.90797,                0.66819,                 0.7952,                0.51703,                0.86317,                 1.2872,                0.40948,                0.98579,               0.001076,               0.001076,               0.001076
                    142,                 0.7406,                0.95716,                0.36777,                0.84901,                0.92795,                0.73367,                0.83669,                0.63266,                0.90148,                0.66161,                 0.7893,                0.51462,                0.84994,                 1.3897,                0.42247,                0.98317,              0.0010694,              0.0010694,              0.0010694
                    143,                0.71309,                0.94595,                0.35972,                0.84616,                0.93905,                0.72567,                0.83305,                0.63145,                0.90454,                0.66968,                0.79171,                0.50583,                0.82131,                 1.3553,                 0.4018,                0.96346,              0.0010628,              0.0010628,              0.0010628
                    144,                0.69774,                0.91938,                0.35375,                0.84978,                0.93906,                0.72338,                0.83462,                0.63254,                0.90818,                 0.6687,                  0.789,                0.50969,                0.82123,                 1.2711,                0.39901,                0.96619,              0.0010562,              0.0010562,              0.0010562
                    145,                 0.7127,                0.94262,                0.35963,                0.84263,                0.93182,                0.73252,                0.83501,                0.62807,                0.89646,                0.66797,                0.78531,                 0.4992,                0.86193,                 1.3803,                0.40996,                0.99513,              0.0010496,              0.0010496,              0.0010496
                    146,                0.68883,                0.92167,                0.35471,                0.85111,                0.93867,                0.73594,                0.84026,                0.63263,                0.89169,                0.66968,                0.78773,                0.50582,                0.81581,                 1.4246,                0.40264,                0.96931,               0.001043,               0.001043,               0.001043
                    147,                 0.7116,                0.92736,                0.35563,                0.83978,                0.93723,                0.73227,                 0.8337,                 0.6325,                0.89854,                0.67531,                0.78914,                0.51791,                0.81023,                 1.5196,                 0.4013,                0.97714,              0.0010364,              0.0010364,              0.0010364
                    148,                0.68623,                0.91639,                0.35444,                 0.8445,                0.92638,                0.74455,                0.83812,                  0.636,                0.91221,                 0.6709,                 0.7937,                0.51605,                0.79911,                 1.3992,                0.39154,                0.97981,              0.0010298,              0.0010298,              0.0010298
                    149,                0.70781,                0.92602,                0.35729,                0.84045,                0.93721,                0.73227,                0.83571,                0.63257,                0.90287,                 0.6665,                0.78861,                0.51509,                0.84353,                 1.3957,                0.41334,                0.98528,              0.0010232,              0.0010232,              0.0010232
                    150,                0.69882,                0.90649,                0.35322,                0.84476,                0.92423,                0.73863,                0.83576,                0.63307,                0.89982,                0.66979,                0.78971,                0.51207,                0.81372,                 1.4026,                0.39911,                0.94081,              0.0010166,              0.0010166,              0.0010166
                    151,                0.69391,                0.90325,                0.35068,                0.84177,                0.91809,                0.74265,                0.83769,                0.63255,                0.89665,                0.67241,                0.78735,                0.51887,                0.82422,                  1.304,                 0.3936,                0.95476,                0.00101,                0.00101,                0.00101
                    152,                0.71398,                0.94678,                0.35549,                0.84709,                0.93565,                0.72665,                0.83269,                0.63116,                0.89672,                0.67506,                0.78738,                0.50822,                 0.8028,                 1.3435,                0.39681,                0.95813,              0.0010034,              0.0010034,              0.0010034
                    153,                0.69728,                0.92052,                0.35285,                 0.8444,                0.93959,                0.73012,                0.83665,                0.63429,                0.88716,                0.67665,                0.78829,                0.50546,                0.80674,                  1.357,                0.40475,                0.96155,              0.0009968,              0.0009968,              0.0009968
                    154,                0.69456,                0.93154,                0.34977,                0.84569,                0.93611,                0.73079,                0.83761,                0.63482,                0.91113,                0.66179,                 0.7898,                0.51009,                0.80843,                 1.3698,                0.39968,                0.96098,              0.0009902,              0.0009902,              0.0009902
                    155,                0.69049,                0.92692,                0.35284,                0.84305,                0.93733,                0.73499,                0.84069,                0.64177,                0.90016,                0.67628,                0.79669,                0.52437,                0.76822,                  1.306,                0.38071,                0.93534,              0.0009836,              0.0009836,              0.0009836
                    156,                0.68589,                    0.9,                0.34739,                0.84261,                0.92601,                0.73814,                0.83921,                0.64015,                0.89631,                0.67848,                0.79303,                0.51494,                0.77904,                 1.3232,                0.37994,                0.94064,               0.000977,               0.000977,               0.000977
                    157,                0.69574,                0.92934,                0.35179,                 0.8431,                0.92405,                0.74368,                0.83958,                0.63642,                0.89636,                0.68582,                  0.799,                0.52145,                0.78421,                 1.2639,                0.37259,                0.93989,              0.0009704,              0.0009704,              0.0009704
                    158,                0.73021,                0.99542,                0.36364,                0.85139,                0.93357,                0.73526,                0.83619,                0.62555,                0.88747,                0.67489,                0.78484,                0.49803,                0.79825,                 1.3151,                0.38903,                 0.9521,              0.0009638,              0.0009638,              0.0009638
                    159,                 0.7245,                0.95731,                0.35828,                0.84001,                0.93109,                0.73672,                0.83551,                0.63546,                0.89621,                0.68435,                0.79602,                 0.5216,                0.80357,                 1.2689,                0.38896,                0.94614,              0.0009572,              0.0009572,              0.0009572
                    160,                0.67181,                0.88703,                0.34457,                0.84222,                0.92766,                0.73814,                0.84051,                0.64831,                0.89483,                0.68509,                0.80148,                0.53237,                0.79489,                 1.3352,                0.37275,                0.95764,              0.0009506,              0.0009506,              0.0009506
                    161,                 0.6827,                0.92207,                0.34469,                0.84073,                 0.9364,                0.73082,                0.83718,                0.63917,                 0.8824,                0.68064,                0.79253,                0.51635,                0.81693,                 1.3851,                 0.3811,                0.96272,               0.000944,               0.000944,               0.000944
                    162,                0.68815,                0.92185,                0.34206,                0.83422,                0.92729,                0.74499,                0.84171,                0.64239,                0.89922,                 0.6719,                0.79181,                0.51261,                0.81014,                  1.407,                0.38922,                0.96033,              0.0009374,              0.0009374,              0.0009374
                    163,                0.68076,                0.91033,                0.34623,                0.84001,                0.92508,                0.73472,                  0.835,                0.63857,                0.90865,                0.67139,                0.79427,                0.52331,                0.81496,                 1.3993,                0.38474,                0.97237,              0.0009308,              0.0009308,              0.0009308
                    164,                0.69435,                0.90739,                0.34979,                0.83865,                0.93638,                0.73047,                0.83069,                0.63311,                0.89085,                0.68645,                0.79159,                0.51806,                0.80681,                 1.3897,                0.39757,                0.97608,              0.0009242,              0.0009242,              0.0009242
                    165,                0.67923,                0.90533,                0.34803,                0.83958,                0.93174,                 0.7423,                0.84115,                0.64262,                0.89889,                0.67382,                0.79457,                0.51963,                0.79764,                 1.4063,                0.38783,                0.96404,              0.0009176,              0.0009176,              0.0009176
                    166,                0.68862,                0.90881,                  0.348,                0.83604,                0.93213,                0.73912,                0.83879,                0.63111,                0.88468,                  0.679,                0.79192,                0.51308,                 0.8707,                 1.3612,                0.40824,                 1.0007,               0.000911,               0.000911,               0.000911
                    167,                0.70768,                0.94343,                 0.3574,                0.83866,                0.92262,                0.74051,                 0.8377,                0.63203,                0.87905,                0.67879,                0.79054,                0.51373,                0.84489,                  1.334,                0.40932,                0.98697,              0.0009044,              0.0009044,              0.0009044
                    168,                0.68633,                0.90839,                0.35304,                0.83843,                0.94101,                0.72323,                0.83089,                0.63192,                0.88529,                0.67726,                0.78519,                0.50791,                0.80345,                 1.2925,                0.39739,                0.93678,              0.0008978,              0.0008978,              0.0008978
                    169,                0.66738,                0.91457,                0.34531,                0.84296,                0.92882,                 0.7379,                0.83793,                0.63313,                0.89662,                0.66528,                0.78462,                0.50199,                0.80173,                 1.2929,                0.39185,                0.95667,              0.0008912,              0.0008912,              0.0008912
                    170,                0.66705,                0.88459,                0.34595,                0.83661,                0.93369,                0.74474,                0.84596,                0.63859,                0.89641,                0.67237,                0.79334,                0.51011,                0.82214,                 1.3023,                0.41839,                0.98315,              0.0008846,              0.0008846,              0.0008846
                    171,                0.68904,                0.91135,                0.34782,                0.84273,                0.93332,                 0.7357,                0.83973,                0.63944,                0.90431,                0.67066,                0.79341,                0.51107,                0.76411,                 1.2712,                0.37634,                0.94492,               0.000878,               0.000878,               0.000878
                    172,                0.65979,                0.86995,                0.33931,                0.83692,                0.93815,                0.73431,                0.84255,                0.64324,                0.90663,                0.66333,                0.79078,                0.51242,                0.78324,                 1.2715,                0.37185,                0.94979,              0.0008714,              0.0008714,              0.0008714
                    173,                0.68186,                0.91893,                0.34367,                0.83627,                0.93036,                 0.7415,                0.84267,                0.64643,                0.91141,                0.66699,                0.79524,                0.51653,                 0.7883,                 1.2879,                0.37552,                0.95239,              0.0008648,              0.0008648,              0.0008648
                    174,                0.69786,                0.91135,                0.34956,                0.83829,                 0.9253,                0.74498,                0.84162,                0.64514,                0.90767,                0.66582,                0.79144,                0.51847,                 0.8012,                 1.2432,                0.39559,                0.96182,              0.0008582,              0.0008582,              0.0008582
                    175,                0.68443,                0.89792,                0.34658,                0.83656,                0.93831,                0.73628,                0.84207,                0.64206,                0.89834,                0.67412,                0.79573,                0.52142,                0.82209,                 1.2442,                0.38785,                0.97237,              0.0008516,              0.0008516,              0.0008516
                    176,                0.67313,                0.87215,                0.34251,                0.83153,                0.94477,                0.73619,                0.84536,                0.64698,                0.88922,                0.67711,                0.79565,                0.51591,                0.79428,                 1.3813,                0.38678,                0.95289,               0.000845,               0.000845,               0.000845
                    177,                0.65679,                0.88421,                0.33757,                0.83553,                0.94652,                0.73692,                0.84231,                0.64783,                0.89421,                0.68264,                0.79685,                0.51783,                0.80189,                 1.3072,                0.38723,                0.95429,              0.0008384,              0.0008384,              0.0008384
                    178,                 0.6597,                0.88092,                0.33979,                0.83552,                0.93881,                  0.739,                0.84394,                0.64858,                0.89079,                0.67808,                0.79557,                0.51733,                0.79303,                 1.3225,                0.38107,                0.98477,              0.0008318,              0.0008318,              0.0008318
                    179,                0.65077,                0.86838,                0.33448,                0.83632,                0.93299,                 0.7401,                0.84226,                0.64484,                0.90412,                0.66797,                0.79347,                0.51999,                0.78309,                 1.3195,                0.38233,                0.97358,              0.0008252,              0.0008252,              0.0008252
                    180,                0.67538,                0.87858,                0.33722,                0.83797,                0.93064,                0.74205,                0.84351,                0.64471,                 0.9098,                0.67311,                0.80147,                0.52365,                0.79419,                 1.2921,                 0.3893,                0.95857,              0.0008186,              0.0008186,              0.0008186
                    181,                0.63761,                0.84728,                0.32827,                0.82813,                 0.9379,                0.74227,                0.84743,                0.65318,                0.89654,                0.67802,                0.79982,                0.52675,                0.79077,                 1.2947,                0.38862,                0.95531,               0.000812,               0.000812,               0.000812
                    182,                0.68916,                0.89699,                0.33892,                0.83903,                0.93786,                0.73431,                0.84184,                0.64545,                0.90435,                 0.6681,                0.79209,                0.51328,                0.80153,                 1.2785,                0.38751,                0.96072,              0.0008054,              0.0008054,              0.0008054
                    183,                0.66709,                0.87912,                0.34169,                0.83084,                0.93423,                0.73277,                0.84209,                0.64847,                0.89969,                0.67971,                 0.8008,                0.52352,                 0.7774,                 1.3086,                0.38086,                0.95837,              0.0007988,              0.0007988,              0.0007988
                    184,                0.66646,                0.86165,                0.33565,                0.82738,                0.94574,                0.73725,                0.84698,                0.65323,                0.89896,                0.67824,                 0.7965,                0.52166,                0.77707,                 1.2607,                0.37332,                0.95706,              0.0007922,              0.0007922,              0.0007922
                    185,                0.67063,                0.87552,                0.33649,                0.83032,                0.94516,                0.73315,                 0.8432,                0.64853,                0.89547,                0.67654,                0.79416,                0.52601,                0.77686,                 1.2609,                0.37894,                0.95306,              0.0007856,              0.0007856,              0.0007856
                    186,                0.66805,                0.87523,                0.33764,                0.83263,                0.93697,                0.73863,                0.83886,                0.64101,                0.90682,                0.66385,                0.78543,                0.50901,                0.79816,                 1.2582,                0.38821,                0.95648,               0.000779,               0.000779,               0.000779
                    187,                0.63451,                0.84152,                0.32764,                0.82573,                0.93117,                0.74423,                 0.8411,                0.64435,                0.89566,                0.67584,                0.79207,                0.51839,                 0.7878,                 1.2272,                0.37856,                0.95741,              0.0007724,              0.0007724,              0.0007724
                    188,                  0.642,                0.85268,                0.32418,                0.82794,                0.92998,                 0.7469,                0.84424,                0.64694,                0.89502,                0.68117,                0.79781,                0.52057,                0.78588,                 1.2914,                0.38328,                0.94411,              0.0007658,              0.0007658,              0.0007658
                    189,                0.65122,                0.87169,                0.33119,                0.83446,                0.93236,                0.74474,                0.84381,                0.64625,                0.90478,                0.67017,                0.79396,                0.51721,                0.80859,                 1.2941,                0.38473,                0.97354,              0.0007592,              0.0007592,              0.0007592
                    190,                0.65948,                0.85397,                0.33076,                0.82973,                0.93082,                0.74672,                0.84612,                0.64794,                0.88229,                0.68093,                0.79231,                0.51821,                0.79782,                 1.3593,                0.37981,                0.96451,              0.0007526,              0.0007526,              0.0007526
                    191,                0.67659,                0.87973,                0.33813,                0.83051,                0.94468,                0.73936,                 0.8448,                0.64907,                0.90908,                0.67628,                0.79953,                0.51925,                0.80345,                 1.4556,                0.38288,                0.96779,               0.000746,               0.000746,               0.000746
                    192,                0.65655,                0.87899,                0.33546,                0.83574,                0.93655,                0.73985,                0.84317,                0.64336,                 0.9077,                0.66968,                0.79174,                0.51891,                0.79975,                 1.3572,                0.37529,                0.96929,              0.0007394,              0.0007394,              0.0007394
                    193,                0.64494,                0.85163,                  0.331,                0.83257,                0.94614,                0.73448,                0.84495,                0.64781,                0.91137,                0.67127,                0.79717,                0.52348,                0.79476,                 1.3307,                0.38999,                0.96022,              0.0007328,              0.0007328,              0.0007328
                    194,                0.63077,                0.85356,                0.32283,                0.83155,                0.94992,                0.73739,                0.84648,                 0.6509,                0.90758,                0.68426,                0.80287,                0.52939,                0.78885,                 1.3879,                0.37809,                0.95415,              0.0007262,              0.0007262,              0.0007262
                    195,                0.64183,                0.86449,                0.32977,                0.82186,                0.94082,                0.74234,                 0.8449,                0.65193,                0.90982,                0.67897,                0.80056,                 0.5337,                0.78322,                 1.3712,                0.36977,                0.95227,              0.0007196,              0.0007196,              0.0007196
                    196,                0.67794,                  0.875,                0.33555,                0.82934,                0.93615,                0.74922,                0.84426,                0.64937,                0.89399,                0.68411,                0.79667,                0.52288,                0.79537,                 1.2813,                 0.3722,                0.95846,               0.000713,               0.000713,               0.000713
                    197,                0.63924,                0.86496,                0.32605,                0.82966,                0.94692,                 0.7401,                0.84596,                0.65072,                0.88794,                0.68998,                0.79915,                0.51643,                0.80434,                 1.2754,                0.36267,                0.96465,              0.0007064,              0.0007064,              0.0007064
                    198,                0.63654,                0.85266,                0.32884,                 0.8288,                0.94199,                0.74181,                0.84764,                0.65243,                0.89395,                0.67066,                0.79392,                0.51945,                0.79121,                 1.3379,                0.36932,                0.95901,              0.0006998,              0.0006998,              0.0006998
                    199,                 0.6449,                0.85723,                0.32852,                0.83133,                0.92977,                0.74523,                0.84576,                  0.649,                0.90139,                0.67051,                0.79642,                0.51868,                0.79309,                 1.3258,                0.38168,                0.96253,              0.0006932,              0.0006932,              0.0006932
                    200,                0.63594,                0.83131,                0.32283,                0.82416,                0.94475,                0.73888,                0.85033,                0.65428,                0.89618,                0.68383,                0.80412,                0.52906,                0.79694,                 1.2786,                0.37328,                0.96036,              0.0006866,              0.0006866,              0.0006866
                    201,                0.63138,                 0.8437,                0.32666,                0.82572,                0.94703,                0.73765,                0.84994,                0.65624,                0.90511,                0.67677,                0.80319,                0.52885,                0.78594,                 1.3264,                0.36996,                0.94085,                0.00068,                0.00068,                0.00068
                    202,                0.63654,                0.84716,                0.32677,                0.82861,                0.93173,                0.74743,                0.85039,                0.65739,                0.90237,                0.68264,                0.80516,                0.53335,                0.77438,                 1.3535,                0.37101,                0.94325,              0.0006734,              0.0006734,              0.0006734
                    203,                0.62435,                0.86224,                0.32471,                0.83304,                0.92758,                0.74817,                  0.849,                0.65757,                0.89949,                0.67827,                0.80252,                0.52792,                 0.7661,                 1.4138,                0.36987,                0.92429,              0.0006668,              0.0006668,              0.0006668
                    204,                0.65166,                0.85516,                 0.3264,                0.82538,                0.93456,                0.74621,                0.84981,                0.65667,                0.88783,                0.67946,                0.79708,                0.52535,                0.76342,                  1.417,                0.37497,                0.91994,              0.0006602,              0.0006602,              0.0006602
                    205,                0.62984,                0.83622,                0.32258,                0.83006,                0.93407,                0.74792,                0.84948,                0.65788,                0.87832,                0.68704,                0.80127,                0.53031,                0.77633,                 1.3487,                0.37164,                0.93287,              0.0006536,              0.0006536,              0.0006536
                    206,                0.63458,                0.83988,                0.32046,                0.83231,                0.93544,                0.74621,                 0.8479,                0.65565,                0.90355,                0.68044,                0.80579,                0.53581,                0.76993,                 1.3484,                0.36539,                0.94112,               0.000647,               0.000647,               0.000647
                    207,                0.65077,                0.85703,                 0.3305,                0.82797,                0.91863,                0.74768,                0.84422,                0.65011,                0.88504,                 0.6795,                0.79746,                0.52603,                0.76064,                 1.3686,                0.38086,                0.93007,              0.0006404,              0.0006404,              0.0006404
                    208,                0.63221,                0.82023,                0.32382,                 0.8232,                0.93105,                 0.7495,                0.84701,                0.65496,                0.90315,                0.67042,                0.79451,                0.51852,                0.78982,                  1.394,                   0.36,                 0.9465,              0.0006338,              0.0006338,              0.0006338
                    209,                0.62211,                0.83949,                0.31608,                0.82955,                0.94229,                0.74914,                0.84953,                0.65586,                0.90557,                0.68509,                0.80501,                0.52682,                0.78832,                 1.3566,                0.36551,                0.95701,              0.0006272,              0.0006272,              0.0006272
                    210,                0.64398,                0.83986,                0.32132,                0.82687,                0.94422,                0.74083,                0.85143,                0.65756,                0.88403,                0.68729,                0.80313,                0.53168,                0.78435,                 1.4199,                0.36403,                0.94811,              0.0006206,              0.0006206,              0.0006206
                    211,                0.61873,                0.82969,                0.31628,                0.82318,                0.93282,                0.74621,                0.85106,                0.65825,                0.88789,                0.68068,                0.79919,                0.52587,                0.76282,                 1.4922,                0.36606,                0.92944,               0.000614,               0.000614,               0.000614
                    212,                0.60821,                  0.836,                0.31421,                 0.8268,                0.93332,                0.74694,                 0.8523,                0.65723,                0.89134,                  0.678,                0.80281,                0.52818,                0.77061,                 1.5634,                0.37073,                0.94164,              0.0006074,              0.0006074,              0.0006074
                    213,                0.61505,                0.83163,                0.31936,                0.83019,                0.93311,                0.74719,                 0.8502,                0.65728,                0.89349,                 0.6846,                0.80438,                0.53147,                0.77438,                 1.5292,                0.37166,                 0.9288,              0.0006008,              0.0006008,              0.0006008
                    214,                0.61624,                0.81084,                0.31477,                0.82323,                0.93559,                0.74941,                0.85275,                  0.662,                 0.8907,                 0.6802,                0.80163,                0.52981,                0.74451,                 1.4567,                0.35774,                0.91635,              0.0005942,              0.0005942,              0.0005942
                    215,                0.61241,                0.82776,                0.31227,                0.82146,                0.93663,                0.74377,                0.85201,                0.66301,                0.88942,                0.68289,                0.80297,                0.53336,                0.75377,                 1.4223,                 0.3512,                0.92358,              0.0005876,              0.0005876,              0.0005876
                    216,                0.62551,                0.83048,                 0.3177,                0.82295,                0.92775,                0.74407,                0.84886,                0.65909,                0.89867,                0.67677,                0.80381,                0.53083,                0.73968,                 1.3937,                0.35318,                0.91901,               0.000581,               0.000581,               0.000581
                    217,                0.61466,                0.82344,                0.31293,                0.82181,                0.94307,                0.74254,                0.85166,                0.66228,                 0.9066,                  0.674,                 0.8036,                0.53605,                0.74533,                 1.3944,                0.35549,                0.92222,              0.0005744,              0.0005744,              0.0005744
                    218,                0.62721,                0.83614,                0.31421,                0.82553,                0.93968,                0.74279,                0.85156,                0.65909,                0.89627,                0.67817,                0.80281,                0.52932,                0.76378,                 1.3951,                0.36462,                0.93383,              0.0005678,              0.0005678,              0.0005678
                    219,                0.59238,                0.81749,                0.30654,                0.82656,                 0.9411,                0.74474,                0.85235,                0.66095,                0.89133,                 0.6868,                 0.8083,                0.53373,                0.74913,                  1.381,                 0.3573,                0.92795,              0.0005612,              0.0005612,              0.0005612
                    220,                0.59482,                0.82251,                0.31067,                0.82774,                0.94027,                0.74665,                0.85284,                0.66209,                0.89477,                0.68044,                0.80541,                0.53547,                0.72534,                 1.3224,                0.34755,                0.91197,              0.0005546,              0.0005546,              0.0005546
                    221,                0.63347,                0.82586,                 0.3175,                0.82113,                0.94483,                0.74401,                0.85342,                0.66539,                0.89561,                0.68177,                0.80464,                0.53373,                 0.7332,                 1.3371,                0.34942,                0.91747,               0.000548,               0.000548,               0.000548
